ID_Amostra,Tratamento,PT_g,NFC,MFC_g,NFD,MFD_g,MS_Raiz_gkg,MS_PA_gkg,N_gkg,P_gkg,K_gkg,Ca_gkg,Mg_gkg,S_gkg,pH,Acucar_Total_perc,Acidez_Tit_perc_ac_citrico,Textura_N,Pectina_Total_mg100g,Pectina_Soluvel_mg100g,Solubilidade_mg100g
9565,T7_Manipueira,2935.41,12.55,2439.86,22.1,149.25,6.95,22.49,223.77,39.01,122.52,110.37,22.05,28.0,3.69,11.59,0.93,3.82,156.54,69.62,43.86
9566,T7_Manipueira,3137.33,12.19,2414.31,25.12,152.02,6.6,22.89,223.64,39.34,122.26,111.23,22.76,28.95,3.74,11.76,0.85,3.37,167.19,70.94,44.22
9567,T7_Manipueira,3192.14,12.83,2444.84,23.27,154.37,6.29,21.33,223.58,38.24,125.91,112.86,22.25,29.43,3.74,11.71,0.82,4.12,167.96,67.87,44.88
9568,T7_Manipueira,2899.15,12.01,2448.66,23.64,152.64,6.67,22.71,222.76,38.71,122.77,114.55,21.69,27.8,3.62,11.2,0.95,4.21,169.43,71.97,44.27
9569,T7_Manipueira,2714.64,12.98,2423.31,22.49,153.43,6.28,21.65,224.0,39.2,125.5,112.36,21.83,28.74,3.73,10.64,0.88,4.04,158.21,71.93,42.71
9570,T7_Manipueira,3073.14,12.28,2422.2,20.04,152.2,6.66,21.9,223.06,36.97,125.9,110.0,21.5,27.69,3.64,11.36,0.91,3.86,167.58,65.52,44.62
9571,T7_Manipueira,2934.28,12.39,2395.51,21.94,154.88,6.67,22.3,224.78,37.67,123.75,107.81,21.28,28.43,3.82,11.28,0.98,4.13,164.22,67.71,45.43
9572,T7_Manipueira,2860.25,12.71,2433.85,25.04,148.91,6.66,21.5,223.34,38.02,123.99,112.28,21.09,28.2,3.66,11.61,0.92,3.32,160.98,67.43,43.83
9573,T7_Manipueira,2726.94,11.78,2423.52,22.85,150.84,6.26,22.7,222.51,38.47,124.49,113.92,21.91,27.45,3.81,10.52,0.9,3.97,167.97,70.05,42.45
9574,T7_Manipueira,2779.53,13.64,2427.43,23.52,152.42,6.69,21.95,223.18,36.63,123.66,108.85,21.47,28.31,3.65,10.95,1.01,3.81,159.69,73.09,43.53
9575,T7_Manipueira,3072.23,12.19,2396.35,19.74,154.6,6.33,23.03,223.22,37.67,122.75,109.17,21.25,28.03,3.72,11.61,0.87,4.19,158.82,68.46,44.92
9576,T7_Manipueira,3103.82,12.24,2402.93,22.77,151.85,7.11,22.77,222.76,39.93,122.16,109.28,21.86,28.5,3.75,10.79,0.84,4.21,163.12,70.18,45.5
9577,T7_Manipueira,2928.32,13.06,2447.52,20.73,157.01,6.96,21.91,223.53,39.08,122.44,105.96,21.46,28.54,3.75,10.83,0.87,3.13,156.51,68.92,42.27
9578,T7_Manipueira,3044.53,12.72,2423.17,21.85,152.22,6.89,22.28,223.71,38.53,125.09,109.29,21.07,29.19,3.64,11.22,1.08,3.89,154.52,66.77,43.02
9579,T7_Manipueira,2996.16,12.63,2418.45,21.78,153.85,6.42,21.62,223.84,38.38,124.33,113.59,23.19,28.27,3.81,10.33,0.97,4.11,151.52,70.49,42.81
9580,T7_Manipueira,2779.1,12.35,2412.53,21.77,154.67,7.24,23.39,223.45,37.19,124.12,112.13,21.38,28.33,3.71,11.29,0.86,3.85,162.99,69.48,42.1
9581,T7_Manipueira,3064.73,12.32,2424.74,25.3,155.31,6.67,22.29,223.48,39.3,123.46,107.86,21.14,28.63,3.62,10.97,0.83,3.64,158.62,67.83,41.58
9582,T7_Manipueira,2854.71,12.53,2394.31,24.54,151.46,6.52,21.36,222.21,39.03,122.21,108.43,22.29,28.32,3.79,10.63,0.86,4.1,171.01,67.36,41.31
9583,T7_Manipueira,3004.56,12.44,2430.48,24.45,154.44,6.13,21.67,224.97,36.04,125.12,109.54,22.13,26.98,3.79,10.99,0.96,4.94,162.13,70.06,43.55
9584,T7_Manipueira,2966.5,11.75,2461.26,19.34,156.44,6.75,21.97,221.99,38.49,123.75,107.48,20.63,29.14,3.77,10.94,0.84,4.1,160.52,66.91,42.02
9585,T7_Manipueira,3109.64,12.06,2460.95,26.1,152.56,5.76,21.53,222.55,38.31,123.56,113.88,20.88,29.03,3.74,10.65,0.89,3.82,161.02,66.22,43.75
9586,T7_Manipueira,2961.08,12.76,2416.4,21.45,156.77,6.59,23.66,222.52,38.6,124.86,108.46,22.15,29.17,3.74,11.44,0.9,3.54,166.43,65.68,41.72
9587,T7_Manipueira,3091.09,12.45,2421.99,23.39,157.29,6.88,23.88,223.67,40.9,122.09,113.23,21.26,27.33,3.78,11.63,0.9,3.82,162.17,68.79,42.72
9588,T7_Manipueira,2954.81,11.86,2400.42,24.25,153.73,6.6,22.26,222.93,38.4,121.76,113.21,21.63,27.77,3.68,10.79,0.98,4.21,171.3,69.94,43.69
9589,T7_Manipueira,2713.92,12.96,2415.68,21.8,152.76,6.59,21.64,223.65,37.56,121.68,108.1,21.37,28.59,3.71,11.0,1.0,4.67,163.47,69.31,42.52
9590,T7_Manipueira,2901.83,12.88,2428.76,24.72,154.54,7.16,21.75,223.79,41.04,124.45,109.69,21.35,30.25,3.68,10.91,0.91,4.14,172.06,67.48,42.83
9591,T7_Manipueira,3247.75,12.76,2426.65,21.91,154.44,6.31,22.21,222.8,36.99,124.1,110.42,22.81,28.73,3.72,11.69,0.87,3.89,163.17,65.87,45.68
9592,T7_Manipueira,3256.51,12.23,2446.39,23.16,152.71,5.98,21.42,222.59,39.88,123.88,109.95,21.36,29.18,3.61,11.38,1.02,4.48,157.1,69.63,43.37
9593,T7_Manipueira,2814.46,12.03,2419.61,23.56,152.44,6.6,23.04,224.78,35.83,123.02,115.07,22.2,28.13,3.77,11.46,0.9,3.72,155.74,69.08,41.32
9594,T7_Manipueira,3132.71,12.88,2402.72,19.66,158.16,6.41,22.28,223.84,37.93,124.91,107.22,20.65,28.77,3.72,10.34,0.98,4.71,158.63,67.78,43.81
9595,T7_Manipueira,3120.68,12.8,2409.48,22.07,160.16,6.5,22.53,223.4,39.19,124.85,114.8,22.17,29.05,3.78,11.49,1.02,4.49,170.46,72.99,41.56
9596,T7_Manipueira,3269.92,12.4,2440.89,20.08,154.83,6.53,23.07,223.35,36.36,122.82,109.13,23.03,28.81,3.7,11.76,1.03,3.61,157.87,68.69,44.74
9597,T7_Manipueira,3022.24,12.65,2405.18,21.83,148.33,6.05,22.57,223.33,39.25,122.93,110.15,23.17,28.85,3.63,10.51,0.89,3.76,163.08,67.61,42.57
9598,T7_Manipueira,2731.45,12.87,2417.14,25.01,150.24,6.55,21.64,223.03,37.84,124.38,111.73,20.9,29.51,3.65,10.3,0.86,3.63,161.51,69.35,46.04
9599,T7_Manipueira,2738.27,12.12,2437.36,21.92,157.26,6.78,22.47,222.77,37.98,122.73,105.15,21.43,27.87,3.76,10.65,0.89,3.81,159.28,71.34,44.01
9600,T7_Manipueira,3100.62,12.67,2436.73,24.68,156.88,6.49,21.54,223.9,35.8,122.74,108.52,21.04,28.04,3.59,10.22,0.84,4.39,163.78,69.69,43.77
9601,T7_Manipueira,2917.78,12.0,2404.42,21.66,157.47,6.72,22.45,222.48,37.48,124.25,109.1,21.47,27.73,3.76,10.93,0.9,3.72,169.16,68.27,44.54
9602,T7_Manipueira,2908.85,12.41,2413.53,24.01,154.5,6.11,21.53,222.9,38.63,125.19,113.28,20.84,28.82,3.62,11.15,0.95,4.26,167.75,70.7,42.67
9603,T7_Manipueira,2763.99,11.89,2433.74,19.7,155.03,6.34,21.56,222.64,38.23,122.56,110.57,20.71,29.73,3.67,11.76,1.1,3.93,166.82,70.25,42.58
9604,T7_Manipueira,3054.24,12.49,2421.78,22.23,155.87,6.59,23.45,222.57,36.83,122.82,112.56,20.89,28.88,3.66,10.95,0.88,3.63,154.49,66.82,46.57
9605,T7_Manipueira,3044.77,11.95,2433.83,21.41,149.31,6.49,22.98,224.72,40.85,123.53,108.76,21.66,29.12,3.66,10.66,0.89,3.33,171.92,68.2,43.18
9606,T7_Manipueira,3060.0,12.48,2429.33,21.79,151.81,6.45,22.83,223.53,37.75,121.19,108.23,22.38,28.61,3.61,10.6,0.97,4.41,155.57,72.02,44.06
9607,T7_Manipueira,2983.31,11.84,2452.49,21.55,149.56,6.33,22.32,222.52,38.71,124.09,114.27,21.33,29.26,3.62,9.7,0.89,4.15,153.92,68.53,42.3
9608,T7_Manipueira,2624.66,12.88,2414.59,22.12,150.14,6.67,22.17,223.85,35.85,122.73,107.03,20.71,28.25,3.63,11.35,0.91,4.25,163.83,65.86,42.81
9609,T7_Manipueira,2790.12,12.94,2407.07,23.77,157.3,6.43,22.2,223.08,39.27,123.63,109.68,22.75,28.92,3.77,11.29,0.84,4.19,167.87,69.13,44.55
9610,T7_Manipueira,2946.84,12.25,2434.81,22.24,156.33,6.24,22.51,222.71,39.37,123.61,111.72,22.73,28.16,3.58,10.84,0.95,4.19,166.83,65.76,43.43
9611,T7_Manipueira,3013.14,12.57,2428.14,20.29,154.03,6.64,22.69,223.85,39.86,120.98,104.65,20.97,28.0,3.55,11.2,0.87,3.61,170.38,71.93,46.9
9612,T7_Manipueira,2693.86,13.31,2406.53,24.75,152.87,6.45,21.88,224.46,39.36,124.02,115.83,22.33,27.64,3.68,10.82,0.94,4.08,155.07,68.07,44.35
9613,T7_Manipueira,3020.61,12.28,2427.61,24.53,152.82,5.99,21.92,224.6,38.46,122.69,113.81,20.85,28.67,3.89,11.09,0.84,3.31,175.37,68.23,44.87
9614,T7_Manipueira,2861.29,12.05,2431.08,21.87,153.61,6.78,22.3,224.16,39.62,122.83,108.81,23.07,29.96,3.6,10.31,0.92,3.86,159.42,67.56,41.86
9615,T7_Manipueira,3031.26,12.73,2447.87,25.02,156.34,6.29,22.56,223.41,39.17,122.93,111.37,20.95,27.75,3.86,11.09,0.9,3.61,163.2,69.74,43.55
9616,T7_Manipueira,2920.86,12.88,2417.43,22.25,152.53,6.4,22.82,224.7,39.5,123.34,106.83,21.15,28.45,3.47,11.86,0.94,3.93,157.59,68.19,44.27
9617,T7_Manipueira,2695.48,12.93,2384.37,22.58,150.62,6.25,22.35,223.73,35.56,124.38,105.37,22.2,27.69,3.61,9.78,0.92,3.79,159.75,71.09,44.29
9618,T7_Manipueira,3142.6,12.56,2407.01,25.37,155.96,6.53,22.2,222.75,37.98,124.19,110.37,22.96,29.75,3.65,10.56,0.9,3.16,161.35,70.42,44.7
9619,T7_Manipueira,2816.22,12.0,2463.35,20.72,155.32,6.67,21.35,223.14,36.9,122.6,113.2,21.75,26.12,3.69,10.17,0.91,3.75,172.96,69.42,44.71
9620,T7_Manipueira,3020.32,12.21,2454.13,23.54,159.04,6.41,22.13,224.23,37.87,124.14,114.37,21.22,28.06,3.67,10.35,1.01,3.41,164.96,71.07,43.11
9621,T7_Manipueira,2961.91,12.88,2449.88,22.66,152.16,6.13,22.73,223.93,36.33,124.15,109.51,21.83,30.21,3.79,11.54,0.71,4.03,164.06,69.6,44.82
9622,T7_Manipueira,3253.6,12.3,2406.76,22.52,155.08,6.02,21.32,223.68,39.32,125.26,106.8,22.79,29.74,3.78,11.73,1.03,4.39,169.65,73.31,42.1
9623,T7_Manipueira,3010.39,12.3,2418.29,23.63,155.1,6.45,22.38,223.43,39.6,124.85,114.23,21.77,28.89,3.73,11.04,0.96,3.82,165.18,69.36,44.25
9624,T7_Manipueira,3284.76,13.04,2402.11,22.32,153.26,6.38,22.43,223.61,39.13,122.5,112.76,22.47,27.24,3.61,10.9,0.88,4.08,157.69,70.67,40.41
9625,T7_Manipueira,3156.33,12.73,2471.47,23.28,147.99,6.65,22.76,224.49,37.47,124.32,105.94,21.03,28.0,3.65,10.92,0.89,4.16,161.67,66.19,43.74
9626,T7_Manipueira,2866.2,12.5,2438.55,22.01,152.61,6.51,22.7,223.8,38.29,124.11,111.7,21.57,28.9,3.71,12.26,0.87,3.78,153.1,69.54,41.27
9627,T7_Manipueira,2867.93,12.17,2452.99,20.21,154.04,6.73,22.03,224.32,38.7,122.24,110.76,22.17,28.53,3.77,11.03,0.97,4.27,170.65,70.87,45.14
9628,T7_Manipueira,3065.61,12.41,2441.99,22.34,156.55,6.71,21.48,221.92,36.5,123.94,113.05,22.19,29.15,3.68,11.33,0.86,3.18,156.47,68.54,43.32
9629,T7_Manipueira,3117.94,12.43,2412.95,20.54,153.57,6.15,22.87,223.14,39.19,123.21,108.43,21.56,28.13,3.78,11.34,0.94,3.15,148.21,70.97,43.11
9630,T7_Manipueira,2863.69,11.85,2454.36,20.29,147.47,6.75,21.91,224.52,37.66,123.37,110.02,21.4,27.75,3.71,10.42,0.86,3.68,164.98,68.41,43.72
9631,T7_Manipueira,2768.98,12.72,2427.29,22.01,155.9,6.5,21.66,221.91,37.52,122.68,109.95,21.11,28.85,3.68,11.7,1.01,3.52,172.85,69.24,43.51
9632,T7_Manipueira,2993.79,12.59,2412.0,25.84,152.29,6.58,21.85,223.37,37.04,126.0,112.31,20.19,27.77,3.78,10.71,0.93,4.32,162.27,70.73,41.42
9633,T7_Manipueira,3143.83,12.54,2428.06,25.21,150.58,6.69,21.78,224.56,37.37,124.76,111.89,22.43,27.66,3.71,11.4,0.87,4.53,171.6,66.54,43.83
9634,T7_Manipueira,2837.23,13.18,2397.91,24.88,154.15,6.49,23.26,224.51,35.77,125.22,109.84,23.2,29.36,3.67,10.8,1.09,4.21,168.47,67.96,43.49
9635,T7_Manipueira,2766.86,13.35,2382.47,22.16,155.84,6.92,23.15,222.38,39.3,124.57,117.01,23.08,28.29,3.72,11.21,0.94,3.54,177.45,67.87,45.07
9636,T7_Manipueira,2926.89,12.31,2428.82,22.5,156.36,6.59,20.44,222.39,38.33,123.33,110.33,20.99,28.75,3.68,11.11,0.92,4.37,161.77,72.28,45.55
9637,T7_Manipueira,2889.78,12.55,2445.01,24.09,152.09,6.46,22.21,222.66,37.49,123.05,107.34,21.46,30.09,3.83,10.71,1.02,4.15,161.25,66.83,43.94
9638,T7_Manipueira,3223.31,12.84,2413.67,25.25,154.58,6.3,22.43,224.14,37.19,122.51,109.77,22.93,29.25,3.74,10.62,0.91,4.68,153.9,71.45,43.45
9639,T7_Manipueira,2950.25,12.4,2411.01,23.53,152.87,6.43,22.43,223.83,37.22,122.4,111.52,21.64,27.45,3.68,11.18,0.95,3.92,158.98,71.56,44.91
9640,T7_Manipueira,3060.87,12.06,2439.03,25.51,154.42,6.28,21.97,224.39,34.44,123.01,114.9,20.44,28.76,3.76,11.37,0.97,3.58,164.84,69.85,45.97
9641,T7_Manipueira,3172.35,12.42,2451.14,23.9,151.39,5.92,22.46,222.66,39.76,123.69,110.27,21.84,27.85,3.83,11.61,0.93,3.78,160.17,66.61,42.75
9642,T7_Manipueira,2930.35,12.87,2383.65,20.92,156.46,7.11,21.92,223.95,35.8,123.19,107.11,21.93,27.98,3.65,10.35,0.86,3.36,165.0,70.81,41.74
9643,T7_Manipueira,2708.75,12.57,2458.09,22.65,153.18,6.32,22.24,222.45,37.68,123.73,111.74,22.12,29.03,3.53,11.39,0.85,4.23,171.93,70.49,44.3
9644,T7_Manipueira,3019.06,12.22,2388.17,25.74,152.99,6.77,22.69,222.45,36.05,121.58,106.35,21.95,27.79,3.61,10.9,0.78,3.94,163.08,70.47,44.67
9645,T7_Manipueira,2799.63,12.9,2398.09,22.79,149.63,6.02,22.67,223.66,36.65,122.05,110.97,22.7,28.7,3.71,10.01,0.88,4.13,169.57,69.13,43.52
9646,T7_Manipueira,3222.7,12.27,2417.41,23.16,151.15,7.06,22.92,224.64,38.78,122.8,111.83,21.71,29.37,3.85,10.28,0.88,4.46,160.87,72.62,42.05
9647,T7_Manipueira,2888.5,12.8,2422.59,24.47,153.35,6.78,22.53,221.75,37.8,122.37,107.74,21.64,29.34,3.62,11.01,0.93,4.05,168.51,66.75,45.22
9648,T7_Manipueira,3070.17,12.76,2428.05,22.59,153.92,6.59,22.24,224.16,38.42,121.55,110.78,21.15,27.87,3.62,9.98,0.95,3.71,157.71,71.11,45.97
9649,T7_Manipueira,3017.25,11.97,2419.56,26.75,149.97,6.92,22.78,224.18,38.09,124.52,111.53,23.17,28.83,3.65,11.46,0.8,3.62,166.79,68.94,44.63
9650,T7_Manipueira,3039.04,11.98,2405.26,24.21,155.33,6.38,21.75,222.84,39.34,125.09,110.45,21.15,28.47,3.89,10.51,0.9,3.67,160.64,72.87,42.62
9651,T7_Manipueira,3241.84,11.86,2438.72,24.13,153.73,6.09,21.44,223.88,37.97,123.47,111.48,22.28,28.28,3.64,10.73,0.84,3.79,164.84,67.67,43.98
9652,T7_Manipueira,3000.83,12.94,2412.5,23.17,152.6,6.5,22.34,223.55,36.8,122.5,112.47,21.68,28.33,3.66,11.34,0.96,3.42,150.83,71.24,44.05
9653,T7_Manipueira,3173.48,12.2,2471.55,21.32,155.29,6.41,22.67,222.03,39.58,123.96,114.32,22.19,29.78,3.63,11.27,0.95,3.99,162.33,68.98,43.5
9654,T7_Manipueira,2970.87,12.73,2435.86,23.5,149.68,6.11,22.62,223.04,34.94,123.47,111.46,23.04,27.58,3.68,11.03,0.87,3.63,160.91,69.79,42.69
9655,T7_Manipueira,2583.8,12.85,2428.1,23.32,151.66,6.23,22.91,224.09,38.62,123.32,110.09,22.86,28.41,3.77,10.98,0.81,4.43,157.4,71.54,42.24
9656,T7_Manipueira,3138.19,12.39,2418.51,24.6,154.25,6.89,23.18,224.14,38.13,122.18,114.1,22.0,27.87,3.69,12.53,0.84,4.03,163.23,67.3,44.24
9657,T7_Manipueira,2911.6,12.94,2418.77,22.88,156.82,6.88,22.09,225.01,37.4,125.34,116.37,21.65,28.2,3.94,11.13,0.9,3.84,170.49,71.34,41.65
9658,T7_Manipueira,3115.9,12.71,2420.68,22.72,155.29,6.91,21.91,223.13,38.07,123.18,107.11,23.23,29.46,3.7,11.84,0.91,4.31,160.94,70.33,43.11
9659,T7_Manipueira,2829.51,12.58,2413.12,22.66,153.24,6.21,21.69,221.74,38.02,121.91,111.04,20.56,28.28,3.55,10.77,0.96,4.02,165.71,68.27,43.83
9660,T7_Manipueira,3065.04,12.53,2425.42,21.48,151.62,6.47,23.08,223.62,37.68,122.15,110.18,20.32,28.66,3.68,11.56,0.98,4.04,164.29,70.16,43.53
9661,T7_Manipueira,2779.67,12.06,2440.85,22.48,157.69,6.81,22.56,223.37,39.76,123.1,104.88,22.62,26.97,3.72,10.86,1.06,4.22,158.08,70.17,44.0
9662,T7_Manipueira,3020.26,12.64,2440.81,25.27,156.98,6.98,22.39,222.32,39.0,123.8,110.75,22.84,29.96,3.76,10.09,0.96,3.41,170.85,67.12,44.05
9663,T7_Manipueira,3148.87,12.25,2399.57,25.68,160.0,6.51,22.2,221.81,37.21,123.84,113.64,20.77,28.07,3.7,10.55,0.93,3.68,154.33,71.27,43.77
9664,T7_Manipueira,3124.62,13.07,2442.07,24.3,149.18,6.63,23.66,223.26,38.73,123.55,110.67,21.23,29.0,3.7,11.28,0.94,4.2,163.34,72.15,47.56
9665,T7_Manipueira,2693.32,12.8,2427.87,22.09,152.35,6.57,22.83,223.54,40.92,123.86,108.76,21.67,29.25,3.76,11.25,0.87,3.96,157.48,71.9,43.38
9666,T7_Manipueira,2947.59,12.72,2419.34,23.47,154.46,6.37,22.46,222.99,39.68,124.46,112.39,21.51,29.13,3.64,10.3,0.93,4.66,156.65,70.04,42.16
9667,T7_Manipueira,2935.38,13.27,2411.96,23.06,157.57,6.37,21.85,223.65,39.4,124.33,115.76,21.58,28.19,3.67,11.01,0.83,4.07,164.16,71.99,44.39
9668,T7_Manipueira,3180.19,12.44,2413.65,23.94,151.76,6.56,21.42,224.07,39.02,124.15,111.46,21.95,28.46,3.55,10.9,0.94,3.55,160.68,69.22,42.81
9669,T7_Manipueira,2960.1,12.91,2440.51,21.46,151.76,6.38,23.12,223.65,34.8,123.33,111.96,21.69,27.09,3.6,10.65,0.92,3.73,163.74,69.67,44.26
9670,T7_Manipueira,3098.72,12.25,2442.44,21.13,155.54,7.09,21.79,223.68,37.5,122.04,115.13,20.8,28.46,3.78,11.38,0.77,3.56,162.74,67.61,44.08
9671,T7_Manipueira,2906.11,12.44,2440.68,22.15,145.07,7.02,21.49,223.6,40.39,122.99,106.72,22.12,30.09,3.7,11.52,1.0,4.19,165.38,71.7,42.04
9672,T7_Manipueira,2860.59,12.52,2427.59,23.04,153.19,6.74,22.48,222.82,39.54,121.96,105.1,22.24,27.49,3.74,10.87,0.88,3.16,159.23,69.63,44.21
9673,T7_Manipueira,2896.62,13.39,2420.27,21.15,156.72,6.58,22.61,224.57,35.81,125.3,108.69,21.86,29.36,3.69,12.31,0.83,4.48,161.08,70.52,43.01
9674,T7_Manipueira,2919.77,12.75,2415.14,22.64,155.83,6.93,23.59,224.69,38.94,122.64,109.44,20.99,27.88,3.7,10.39,0.86,3.39,161.82,68.66,43.89
9675,T7_Manipueira,3157.52,11.63,2402.48,24.1,148.39,6.64,22.45,224.78,38.89,124.13,110.99,21.76,27.17,3.85,11.66,0.87,3.82,159.33,71.56,44.55
9676,T7_Manipueira,2917.64,12.12,2407.36,23.69,150.57,6.33,23.06,223.34,36.61,123.72,110.09,23.89,28.86,3.53,11.43,0.91,3.17,156.43,70.17,43.02
9677,T7_Manipueira,2967.28,11.86,2414.02,24.3,154.12,6.22,21.82,222.17,39.37,123.61,113.14,21.09,29.62,3.76,11.67,0.83,3.69,156.91,69.95,42.71
9678,T7_Manipueira,3097.97,11.86,2422.89,22.4,154.39,6.61,22.57,223.29,38.28,123.42,113.98,22.38,27.52,3.66,12.32,1.01,3.74,162.61,71.76,42.8
9679,T7_Manipueira,3112.4,12.5,2399.07,26.43,152.34,6.05,23.23,223.39,38.28,123.87,108.36,22.65,28.42,3.68,12.18,0.9,3.75,164.05,63.83,42.3
9680,T7_Manipueira,2952.62,12.13,2383.81,22.45,153.86,6.83,21.27,223.21,40.84,122.34,107.55,22.32,28.35,3.62,10.84,0.95,3.59,162.1,72.0,43.28
9681,T7_Manipueira,2956.97,12.74,2416.41,23.94,153.83,7.08,22.08,223.07,38.73,123.46,110.26,21.58,27.48,3.77,11.65,0.97,4.21,154.37,71.67,43.52
9682,T7_Manipueira,2732.92,12.2,2405.39,23.43,151.49,6.46,22.61,223.4,38.23,122.57,113.72,21.12,29.09,3.61,11.72,1.02,3.6,164.49,69.52,44.49
9683,T7_Manipueira,2690.27,12.91,2444.24,21.22,155.55,6.48,23.75,223.17,36.16,123.64,108.47,22.14,27.07,3.6,10.22,1.02,3.87,160.27,70.03,42.02
9684,T7_Manipueira,2763.06,12.38,2419.51,24.7,153.31,6.38,22.19,222.18,38.92,123.93,116.61,23.0,29.81,3.82,11.39,1.03,3.67,159.5,70.41,44.49
9685,T7_Manipueira,3062.29,11.06,2419.78,21.98,151.83,6.78,22.49,222.86,36.89,124.11,106.77,21.48,27.97,3.62,11.45,0.92,3.48,162.66,69.09,42.25
9686,T7_Manipueira,3047.29,12.6,2430.59,21.68,156.53,5.98,21.99,223.87,37.35,123.99,113.57,20.57,27.25,3.69,10.48,0.92,4.22,160.21,68.45,42.4
9687,T7_Manipueira,2782.08,13.01,2421.58,23.39,157.66,6.7,21.57,224.01,38.5,122.38,110.95,21.32,29.32,3.71,11.02,0.91,3.97,165.31,68.93,44.43
9688,T7_Manipueira,3114.74,12.47,2452.81,19.83,150.21,6.48,22.26,223.76,35.86,123.91,110.41,22.67,27.67,3.82,9.98,0.85,4.01,158.92,72.07,43.51
9689,T7_Manipueira,2962.16,12.4,2428.51,20.78,150.78,6.54,22.64,224.38,38.11,125.29,112.96,20.93,28.73,3.68,11.49,1.04,4.28,174.3,66.46,41.31
9690,T7_Manipueira,2821.53,12.54,2441.55,24.44,154.04,6.48,22.16,223.88,38.41,124.5,109.17,20.37,26.34,3.79,11.73,0.83,3.85,166.5,70.38,43.92
9691,T7_Manipueira,3041.4,12.99,2396.38,21.62,154.35,6.23,21.58,222.62,37.69,123.9,112.35,23.01,28.37,3.56,11.34,0.89,3.89,170.51,67.49,43.32
9692,T7_Manipueira,3178.85,12.52,2397.73,22.5,155.73,6.83,22.59,224.33,38.1,123.41,111.55,21.75,27.58,3.68,11.4,0.97,4.22,170.79,71.74,43.21
9693,T7_Manipueira,3086.3,12.87,2404.15,23.08,154.43,7.16,23.06,222.08,38.89,125.65,108.64,21.06,30.34,3.56,11.17,0.95,3.92,163.63,68.4,44.55
9694,T7_Manipueira,3194.49,12.76,2423.2,25.94,150.34,6.62,22.62,222.75,38.28,122.47,110.87,21.47,28.68,3.63,10.66,0.85,4.37,168.53,68.83,44.0
9695,T7_Manipueira,2856.75,12.97,2398.64,20.72,150.94,6.82,22.3,222.99,37.13,124.03,111.06,22.5,27.96,3.55,12.21,0.92,3.73,165.4,66.23,42.63
9696,T7_Manipueira,2940.14,12.96,2432.08,22.87,155.33,6.75,21.48,223.64,37.94,122.63,113.28,22.72,27.49,3.53,11.43,0.89,3.9,164.22,72.25,42.65
9697,T7_Manipueira,3121.33,11.88,2444.52,25.07,151.02,6.75,22.33,221.24,37.95,123.04,112.92,22.43,28.03,3.68,11.47,0.94,3.25,169.31,68.15,43.54
9698,T7_Manipueira,3368.37,12.41,2420.9,23.67,154.47,6.32,21.71,222.69,38.68,122.41,115.7,21.73,28.19,3.75,11.59,0.92,3.75,159.35,66.67,43.14
9699,T7_Manipueira,2818.87,12.32,2424.23,22.24,148.7,6.84,22.24,223.65,38.85,123.88,115.57,22.38,29.1,3.61,11.67,0.85,4.43,165.99,69.2,45.93
9700,T7_Manipueira,2955.22,12.01,2443.22,24.16,151.43,6.45,21.89,223.64,38.42,122.47,103.4,24.13,28.5,3.58,11.52,0.81,3.53,162.65,65.02,44.6
9701,T7_Manipueira,2615.8,12.5,2419.14,23.63,152.66,6.33,21.77,223.21,39.25,122.15,111.74,21.33,29.28,3.61,11.39,1.04,3.9,156.27,66.02,44.73
9702,T7_Manipueira,3054.19,12.52,2411.82,21.87,154.57,6.25,22.85,222.95,38.12,124.34,111.37,21.27,28.93,3.69,11.08,0.96,3.97,168.29,70.96,42.51
9703,T7_Manipueira,2913.91,12.32,2427.22,22.25,154.65,6.56,22.65,221.62,36.72,123.2,114.03,21.12,28.45,3.66,10.56,0.86,2.92,156.74,69.23,41.89
9704,T7_Manipueira,2894.07,12.72,2436.5,22.41,150.7,6.41,22.97,224.05,37.79,123.88,113.02,21.48,28.02,3.58,11.59,0.98,3.9,154.82,69.52,41.83
9705,T7_Manipueira,2711.0,12.18,2431.32,22.67,158.34,6.39,22.02,222.74,37.4,123.28,114.34,21.52,27.51,3.64,10.94,0.9,4.57,158.39,68.08,45.2
9706,T7_Manipueira,2977.08,12.4,2423.37,21.52,150.92,6.77,22.28,222.81,38.44,125.69,110.4,21.2,28.82,3.84,11.68,0.86,3.91,166.08,68.07,43.63
9707,T7_Manipueira,2686.63,12.88,2438.93,21.0,152.57,6.51,22.0,223.48,35.0,124.11,110.19,21.83,28.28,3.65,11.04,0.98,4.04,166.21,66.36,44.74
9708,T7_Manipueira,3462.07,12.88,2418.8,22.69,153.55,6.46,22.35,222.38,39.98,124.41,116.42,20.85,26.96,3.7,10.82,0.97,4.33,154.19,75.24,43.89
9709,T7_Manipueira,3066.91,13.21,2436.22,22.76,149.32,6.5,22.51,223.05,37.83,124.22,112.11,23.56,27.03,3.71,11.22,0.98,3.63,165.59,70.1,40.66
9710,T7_Manipueira,2988.81,12.42,2396.37,24.44,153.07,7.06,21.14,222.6,37.49,123.41,108.92,19.16,29.34,3.65,11.02,1.06,4.43,169.47,71.07,43.95
9711,T7_Manipueira,2948.63,12.41,2419.15,21.08,156.99,5.78,22.95,222.45,39.67,124.6,110.19,22.54,27.63,3.72,11.88,0.87,4.64,167.37,70.29,45.49
